zip;state;city;lat;lng
36922;AL;Ward;32.334.063;-88.297.114
36925;AL;York;32.472.765;-88.268.304
98791;AK;98791;51.938.901;-176.310.048
99501;AK;Anchorage;61.211.571;-149.876.077
99502;AK;Anchorage;61.096.163;-150.093.943
99503;AK;Anchorage;61.189.953;-149.893.844
99504;AK;Anchorage;61.203.696;-14.974.467
99505;AK;Fort Richardson;61.275.256;-149.675.454
99506;AK;Elmendorf Afb;61.251.531;-149.812.667
99507;AK;Anchorage;61.153.543;-149.828.912
99508;AK;Anchorage;61.205.959;-149.810.085
99515;AK;Anchorage;61.119.381;-149.897.401
99516;AK;Anchorage;6.110.541;-149.779.998
99517;AK;Anchorage;61.190.136;-149.936.111
99518;AK;Anchorage;61.154.862;-149.886.571
99549;AK;Port Heiden;56.964.333;-158.566.367
99551;AK;Akiachak;60.891.854;-16.139.233
99552;AK;Akiak;60.890.632;-161.199.325
99553;AK;Akutan;54.143.012;-165.785.368
99554;AK;Alakanuk;62.746.967;-16.460.228
99555;AK;Aleknagik;59.269.688;-158.619.882
99556;AK;Nikolaevsk;59.788.818;-151.732.933
99557;AK;Chuathbaluk;61.691.648;-157.758.502
99558;AK;Anvik;62.830.913;-160.130.441
99559;AK;Atmautluak;60.832.389;-161.824.053
99561;AK;Chefornak;60.153.746;-164.210.294
99563;AK;Chevak;61.583.982;-164.776.457
99564;AK;Chignik;56.301.639;-158.415.696
99565;AK;Chignik Lagoon;56.251.277;-158.673.528
99567;AK;Chugiak;61.409.802;-149.453.736
99568;AK;Clam Gulch;60.201.603;-151.422.628
99569;AK;Clarks Point;5.884.921;-158.451.241
99571;AK;Nelson Lagoon;55.610.952;-161.942.941
99572;AK;Cooper Landing;60.476.692;-149.823.514
99573;AK;Copper Center;6.191.581;-14.497.793
99574;AK;Chenega Bay;60.102.558;-147.943.316
99575;AK;Crooked Creek;61.818.072;-158.002.483
99576;AK;Koliganek;59.059.279;-158.973.533
99577;AK;Eagle River;61.311.357;-149.508.515
99578;AK;Eek;60.215.058;-162.032.341
99579;AK;Egegik;58.206.174;-157.342.202
99580;AK;Ekwok;59.362.792;-157.478.211
99581;AK;Emmonak;62.827.404;-164.131.298
99583;AK;False Pass;54.841.028;-163.436.845
99585;AK;Marshall;61.837.087;-1.617.394
99586;AK;Slana;62.654.744;-143.568.393
99588;AK;Glennallen;62.103.895;-145.661.684
99589;AK;Goodnews Bay;59.085.008;-161.587.146
99590;AK;Grayling;63.372.013;-159.404.907
99591;AK;Saint George Isl;5.660.324;-169.547.257
99602;AK;Holy Cross;62.192.584;-159.825.092
99603;AK;Port Graham;59.665.495;-151.462.644
99604;AK;Hooper Bay;61.537.157;-165.891.045
99606;AK;Kokhanok;59.564.836;-155.462.556
99607;AK;Kalskag;61.541.006;-1.603.261
99610;AK;Kasilof;60.316.365;-15.128.958
99611;AK;Kenai;60.614.467;-151.254.556
99612;AK;King Cove;55.062.848;-162.305.561
99613;AK;Igiugig;58.724.264;-156.641.603
99614;AK;Kipnuk;59.923.204;-164.101.013
99615;AK;Akhiok;57.781.967;-152.500.169
99620;AK;Kotlik;63.029.471;-163.554.153
99621;AK;Kwethluk;60.771.814;-16.138.849
99622;AK;Kwigillingok;59.881.022;-162.984.938
99625;AK;Levelock;59.371.395;-154.976.815
99626;AK;Lower Kalskag;6.151.377;-160.359.966
99627;AK;Mc Grath;62.967.153;-155.585.153
99628;AK;Manokotak;59.009.559;-158.989.699
99630;AK;Mekoryuk;60.365.679;-166.283.583
99631;AK;Moose Pass;6.085.852;-149.255.911
99632;AK;Mountain Village;62.158.913;-163.883.822
99633;AK;Naknek;58.885.699;-156.705.405
99634;AK;Napakiak;60.663.758;-161.738.144
99636;AK;New Stuyahok;59.593.533;-157.297.205
99638;AK;Nikolski;52.988.337;-168.788.427
99639;AK;Ninilchik;60.010.833;-151.639.604
99640;AK;Nondalton;60.030.837;-154.731.675
99645;AK;Butte;61.613.814;-149.065.323
99647;AK;Pedro Bay;5.992.238;-153.821.856
99648;AK;Perryville;55.945.289;-159.259.333
99649;AK;Pilot Point;57.595.193;-157.449.272
99650;AK;Pilot Station;61.946.159;-162.874.716
99651;AK;Platinum;5.863.364;-162.043.201
99653;AK;Port Alsworth;60.636.416;-154.433.803
99654;AK;Wasilla;61.592.349;-149.395.875
99655;AK;Quinhagak;59.738.057;-161.874.938
99656;AK;Red Devil;61.735.389;-157.195.969
99657;AK;Russian Mission;61.591.302;-161.558.413
99658;AK;Saint Marys;62.054.106;-163.205.263
99659;AK;Saint Michael;6.347.759;-162.109.141
99660;AK;Saint Paul Islan;57.178.697;-170.293.408
99661;AK;Sand Point;55.319.236;-160.491.435
99662;AK;Scammon Bay;61.845.019;-165.581.945
99664;AK;Seward;60.132.874;-14.939.849
99665;AK;Shageluk;62.661.092;-15.952.816
99668;AK;Sleetmute;61.634.555;-157.118.284
99669;AK;Soldotna;60.481.778;-15.113.582
99670;AK;South Naknek;58.736.221;-156.850.289
99671;AK;Stebbins;63.478.468;-162.227.355
99672;AK;Sterling;60.520.373;-150.849.792
99676;AK;Talkeetna;62.260.516;-150.110.097
99679;AK;Tuluksak;61.108.848;-160.938.924
99681;AK;Tununak;60.539.322;-165.097.464
99682;AK;Tyonek;61.117.929;-151.348.495
99683;AK;Trapper Creek;61.441.361;-150.284.455
99684;AK;Unalakleet;63.883.478;-160.788.365
99685;AK;Unalaska;53.887.114;-166.519.855
99686;AK;Valdez;60.895.044;-146.195.628
99687;AK;Wasilla;61.578.032;-149.533.003
99688;AK;Willow;61.771.511;-150.188.891
99689;AK;Yakutat;59.620.211;-139.778.858
99691;AK;Nikolai;63.001.603;-154.381.247
99692;AK;Dutch Harbor;53.362.757;-167.510.656
99701;AK;Coldfoot;64.840.238;-147.710.431
99702;AK;Eielson Afb;6.467.352;-14.708.051
99703;AK;Fort Wainwright;64.828.303;-147.655.673
99704;AK;Clear;64.418.121;-149.139.885
99705;AK;North Pole;6.478.049;-147.369.353
99709;AK;Fairbanks;6.485.437;-147.846.917
99712;AK;Fairbanks;64.910.879;-147.510.479
99714;AK;Salcha;6.450.905;-146.952.974
99720;AK;Allakaket;66.543.197;-152.712.155
99721;AK;Anaktuvuk Pass;6.811.878;-151.679.005
99722;AK;Arctic Village;68.077.395;-145.423.115
99723;AK;Barrow;71.234.637;-156.817.409
99724;AK;Beaver;6.633.883;-147.279.803
99726;AK;Bettles Field;67.100.495;-151.062.414
99727;AK;Buckland;65.981.052;-161.131.676
99729;AK;Cantwell;63.395.458;-14.889.735
99730;AK;Central;65.468.058;-14.474.886
99733;AK;Circle;65.824.542;-14.408.262
99734;AK;Prudhoe Bay;70.070.057;-148.559.636
99736;AK;Deering;66.062.265;-162.711.951
99737;AK;Dot Lake;64.005.426;-145.613.611
99739;AK;Elim;64.621.662;-162.260.371
99740;AK;Fort Yukon;66.520.744;-145.306.439
99741;AK;Galena;64.760.784;-156.797.701
99742;AK;Gambell;63.776.555;-171.701.685
99743;AK;Healy;63.917.123;-149.011.128
99744;AK;Anderson;64.300.693;-1.491.718
99745;AK;Hughes;66.038.246;-15.426.443
99746;AK;Huslia;65.689.918;-156.291.976
99747;AK;Kaktovik;70.042.889;-143.631.329
99748;AK;Kaltag;64.330.452;-158.724.251
99749;AK;Kiana;6.718.026;-158.152.204
99750;AK;Kivalina;67.665.859;-163.733.617
99751;AK;Kobuk;66.912.253;-157.066.864
99752;AK;Kotzebue;66.846.459;-162.126.493
99753;AK;Koyuk;64.931.668;-161.149.957
99755;AK;Denali National;63.516.075;-149.539.532
99756;AK;Manley Hot Sprin;6.502.058;-150.573.267
99757;AK;Lake Minchumina;63.903.884;-152.430.081
99758;AK;Minto;65.058.399;-149.691.186
99759;AK;Point Lay;69.705.626;-162.906.148
99760;AK;Nenana;64.557.656;-149.086.744
99761;AK;Noatak;6.697.553;-160.509.453
99762;AK;Golovin;64.505.775;-165.310.667
99763;AK;Noorvik;66.836.353;-161.044.132
99765;AK;Nulato;64.778.024;-157.991.353
99766;AK;Point Hope;68.312.058;-16.672.618
99767;AK;Rampart;65.383.627;-150.011.201
99768;AK;Ruby;64.720.062;-155.503.872
99769;AK;Savoonga;63.679.737;-170.470.908
99770;AK;Selawik;65.713.537;-158.534.287
99771;AK;Shaktoolik;64.375.498;-161.174.589
99772;AK;Shishmaref;66.230.562;-166.137.276
99773;AK;Shungnak;66.958.141;-157.613.496
99774;AK;Stevens Village;65.995.894;-149.118.286
99777;AK;Tanana;65.156.483;-152.103.747
99778;AK;Teller;65.240.164;-1.663.833
99780;AK;Border;63.435.022;-142.523.046
99781;AK;Venetie;67.010.446;-146.413.723
99782;AK;Wainwright;70.620.064;-160.012.532
99783;AK;Wales;65.688.212;-168.520.521
99784;AK;White Mountain;64.702.791;-16.342.185
99785;AK;Brevig Mission;65.334.187;-166.478.578
99786;AK;Ambler;6.746.951;-156.455.652
99788;AK;Chalkyitsik;66.719;-143.638.121
99789;AK;Nuiqsut;70.192.737;-150.997.119
99801;AK;Juneau;58.362.767;-134.529.429
99820;AK;Angoon;57.569.832;-134.371.052
99824;AK;Douglas;58.275.597;-134.395.041
99826;AK;Gustavus;5.842.835;-135.761.542
99827;AK;Haines;59.251.886;-135.542.032
99829;AK;Hoonah;58.032.237;-135.558.435
99833;AK;Petersburg;56.827.134;-133.160.683
99835;AK;Sitka;57.051.436;-135.316.569
99840;AK;Skagway;59.468.471;-135.301.794
99901;AK;Ketchikan;55.372.028;-131.683.175
99919;AK;Thorne Bay;5.566.086;-132.513.815
99921;AK;Craig;5.547.317;-133.117.081
99922;AK;Hydaburg;55.137.406;-132.633.175
99923;AK;Hyder;55.925.867;-130.124.915
99925;AK;Klawock;55.552.611;-133.055.503
99926;AK;Metlakatla;55.121.491;-131.579.001
99927;AK;Point Baker;56.307.858;-133.376.372
99929;AK;Wrangell;56.433.524;-132.352.918
99950;AK;Ketchikan;55.942.471;-13.318.479
85003;AZ;Phoenix;33.451.095;-112.077.428
85004;AZ;Phoenix;33.455.708;-112.068.584
85006;AZ;Phoenix;33.465.016;-112.047.357
85007;AZ;Phoenix;33.452.298;-112.089.326
85008;AZ;Phoenix;33.466.457;-111.998.381
85009;AZ;Phoenix;33.456.373;-112.128.368
85012;AZ;Phoenix;33.509.744;-112.067.816
85013;AZ;Phoenix;33.508.493;-112.082.657
85014;AZ;Phoenix;33.510.263;-11.205.557
85015;AZ;Phoenix;33.508.164;-112.101.064
85016;AZ;Phoenix;33.502.117;-112.030.496
85017;AZ;Phoenix;33.515.263;-112.121.232
85018;AZ;Phoenix;33.495.796;-111.988.259
85019;AZ;Phoenix;33.512.284;-112.141.681
85020;AZ;Phoenix;33.562.281;-112.055.888
85021;AZ;Phoenix;33.559.965;-112.092.686
85022;AZ;Phoenix;33.631.513;-112.052.008
85023;AZ;Phoenix;33.632.383;-112.111.838
85024;AZ;Phoenix;33.661.664;-112.036.956
85027;AZ;New River Stage;33.667.157;-112.102.723
85028;AZ;Phoenix;33.585.115;-112.008.724
85029;AZ;Phoenix;33.596.133;-112.119.913
85031;AZ;Phoenix;33.493.909;-11.216.963
85032;AZ;Phoenix;33.623.807;-112.004.369
85033;AZ;Phoenix;33.494.426;-112.213.185
85034;AZ;Phoenix;33.441.251;-112.042.135
85035;AZ;Phoenix;33.472.353;-112.183.177
85037;AZ;Phoenix;33.491.278;-112.246.763
85039;AZ;Phoenix;33.495.362;-112.288.573
85040;AZ;Phoenix;33.390.475;-11.203.126
85041;AZ;Phoenix;33.388.882;-112.095.437
85043;AZ;Phoenix;33.449.056;-112.197.245
85044;AZ;Phoenix;33.329.124;-1.119.943
85051;AZ;Phoenix;33.559.113;-112.133.168
85201;AZ;Mesa;3.343.174;-111.846.931
85202;AZ;Mesa;33.385.095;-111.872.429
85203;AZ;Mesa;33.436.952;-111.805.697
85204;AZ;Mesa;33.399.168;-111.789.554
85205;AZ;Mesa;3.343.685;-111.712.939
85206;AZ;Mesa;33.402.603;-111.724.223
85207;AZ;Mesa;33.432.073;-11.164.256
85208;AZ;Mesa;33.398.416;-111.651.297
85210;AZ;Mesa;3.338.867;-111.842.757
85213;AZ;Mesa;33.436.688;-111.773.114
85219;AZ;Gold Canyon;33.360.787;-11.151.331
85220;AZ;Apache Junction;33.415.211;-111.571.818
85222;AZ;Eleven Mile Corn;32.892.667;-111.756.093
85224;AZ;Chandler;33.330.091;-111.863.156
85225;AZ;Chandler;33.310.505;-111.823.881
85226;AZ;Chandler;3.330.917;-111.919.827
85228;AZ;Coolidge;32.957.399;-111.534.378
85231;AZ;Eloy;32.750.929;-111.583.275
85232;AZ;Florence;32.996.881;-111.361.234
85234;AZ;Gilbert;33.352.746;-111.780.876
85236;AZ;Higley;33.302.382;-111.696.926
85237;AZ;Kearny;33.059.443;-11.091.227
85239;AZ;Mobile;32.987.379;-112.075.228
85240;AZ;Williams Afb;33.310.289;-111.668.801
85242;AZ;Arizona Boys Ran;33.238.577;-111.643.596
85247;AZ;Sacaton;33.097.699;-111.775.162
85248;AZ;Sun Lakes;33.223.056;-111.866.899
85249;AZ;Chandler;33.241.384;-111.774.486
85250;AZ;Scottsdale;33.521.767;-111.904.926
85251;AZ;Scottsdale;33.493.559;-111.916.697
85253;AZ;Paradise Valley;33.549.439;-111.956.546
85254;AZ;Scottsdale;33.616.476;-111.955.422
85255;AZ;Scottsdale;33.696.801;-111.889.213
85256;AZ;Scottsdale;33.485.793;-11.185.333
85257;AZ;Scottsdale;3.346.693;-111.915.129
85258;AZ;Scottsdale;33.564.747;-111.893.067
85259;AZ;Scottsdale;33.587.943;-111.840.438
85260;AZ;Scottsdale;33.601.323;-11.188.671
85262;AZ;Scottsdale;3.377.524;-111.779.135
85264;AZ;Fort Mcdowell;33.611.807;-11.168.062
85268;AZ;Fountain Hills;33.608.489;-111.723.685
85272;AZ;Stanfield;32.882.321;-111.965.987
85273;AZ;Superior;33.288.716;-11.109.846
85281;AZ;Tempe;33.422.675;-111.926.144
85282;AZ;Tempe;33.391.669;-111.924.896
85283;AZ;Tempe;33.366.524;-11.193.122
85284;AZ;Tempe;33.336.302;-111.919.696
85292;AZ;Winkelman;3.300.572;-110.772.682
85301;AZ;Glendale;33.531.122;-112.176.703
85302;AZ;Glendale;33.567.487;-112.175.289
85303;AZ;Glendale;33.526.215;-112.214.937
85304;AZ;Glendale;33.594.289;-112.174.575
85305;AZ;Glendale;33.529.103;-112.248.232
85306;AZ;Glendale;33.623.882;-112.177.563
85307;AZ;Luke Afb;33.534.879;-112.326.735
85308;AZ;Glendale;33.653.924;-112.169.391
85309;AZ;Luke Afb;33.539.993;-112.356.186
85310;AZ;Glendale;33.704.726;-112.164.131
85321;AZ;Why;32.373.485;-112.858.681
85322;AZ;Arlington;33.313.317;-112.789.058
85323;AZ;Avondale;33.432.114;-112.343.754
85324;AZ;Rock Springs;34.073.197;-112.130.956
85326;AZ;Buckeye;3.338.896;-112.607.728
85328;AZ;Cibola;33.614.886;-114.512.204
85331;AZ;Cave Creek;33.821.896;-112.015.106
85332;AZ;Congress;34.176.425;-11.276.801
85333;AZ;Dateland;32.867.886;-113.463.126
85335;AZ;El Mirage;33.608.153;-112.324.147
85337;AZ;Gila Bend;3.293.059;-112.746.832
85338;AZ;Goodyear;33.436.809;-112.383.385
85339;AZ;Laveen;33.343.572;-112.171.618
85340;AZ;Litchfield Park;33.494.127;-112.380.497
85342;AZ;Morristown;33.772.993;-112.548.331
85343;AZ;Palo Verde;3.334.848;-112.646.662
85344;AZ;Empire Landing;340.254;-114.266.342
85345;AZ;Peoria;33.576.135;-112.234.424
85347;AZ;Roll;32.936.635;-113.564.287
85348;AZ;Salome;33.748.141;-113.571.459
85350;AZ;Somerton;32.563.398;-1.147.127
85351;AZ;Sun City;33.606.104;-112.279.701
85353;AZ;Tolleson;33.434.686;-112.277.444
85354;AZ;Tonopah;33.422.797;-112.952.785
85355;AZ;Waddell;33.567.285;-11.243.869
85356;AZ;Wellton;32.749.251;-114.176.616
85361;AZ;Wittmann;33.726.425;-112.446.578
85362;AZ;Yarnell;34.414.076;-11.262.166
85363;AZ;Youngtown;33.590.751;-112.301.305
85364;AZ;Yuma;32.701.507;-114.642.362
85365;AZ;Yuma Proving Gro;32.671.352;-114.548.633
85373;AZ;Sun City;33.658.756;-112.321.397
85374;AZ;Surprise;33.630.028;-11.233.143
85375;AZ;Sun City West;33.662.576;-112.255.434
85381;AZ;Peoria;33.604.761;-112.223.723
85382;AZ;Peoria;3.363.083;-112.207.177
85390;AZ;Wickenburg;33.911.282;-112.738.973
85501;AZ;Globe;33.402.426;-110.789.247
85530;AZ;Bylas;33.126.549;-11.011.702
85533;AZ;Clifton;33.132.343;-109.246.199
85534;AZ;Franklin;32.793.976;-109.129.575
85535;AZ;Eden;33.028.629;-109.953.682
85539;AZ;Miami;33.431.928;-110.881.182
85540;AZ;Morenci;33.043.593;-109.311.517
85541;AZ;Payson;34.219.779;-111.287.774
85542;AZ;Peridot;33.478.874;-11.037.252
85543;AZ;Pima;32.909.661;-109.856.009
85544;AZ;Strawberry;34.390.915;-111.473.483
85545;AZ;Roosevelt;33.635.753;-110.974.884
85546;AZ;Safford;32.829.491;-109.626.641
85550;AZ;San Carlos;33.310.643;-110.395.323
85552;AZ;Thatcher;32.819.902;-109.730.245
85602;AZ;Benson;3.198.826;-110.294.113
85603;AZ;Bisbee;31.408.557;-109.911.736
85606;AZ;Cochise;32.097.891;-10.992.393
85607;AZ;Douglas;3.135.111;-109.544.698
85610;AZ;Elfrida;31.713.891;-109.619.277
85611;AZ;Elgin;3.166.002;-110.611.403
85613;AZ;Fort Huachuca;31.558.735;-110.344.131
85614;AZ;Green Valley;31.854.271;-111.000.253
85615;AZ;Hereford;31.403.545;-110.204.728
85616;AZ;Huachuca City;31.663.896;-110.333.414
85617;AZ;Mc Neal;31.502.969;-109.630.971
85618;AZ;Mammoth;32.723.875;-110.643.961
85621;AZ;Nogales;31.376.969;-110.943.508
85623;AZ;Oracle;32.600.506;-110.796.126
85624;AZ;Patagonia;31.535.317;-110.696.774
85625;AZ;Pearce;31.966.608;-109.795.032
85629;AZ;Sahuarita;31.945.169;-111.000.154
85630;AZ;Saint David;31.897.251;-110.215.377
85631;AZ;San Manuel;32.695.831;-110.656.788
85632;AZ;Portal;32.208.167;-109.367.152
85634;AZ;Pisinemo;32.031.572;-111.922.207
85635;AZ;Sierra Vista;31.536.467;-110.266.565
85637;AZ;Sonoita;31.866.154;-110.724.418
85638;AZ;Tombstone;31.721.598;-110.058.449
85640;AZ;Amado;31.594.194;-111.039.693
85641;AZ;Vail;32.035.926;-11.088.375
85643;AZ;Willcox;32.372.977;-109.863.111
85645;AZ;Amado;31.643.759;-111.072.233
85653;AZ;Marana;32.404.749;-111.273.621
85701;AZ;Tucson;32.213.873;-110.969.445
85704;AZ;Casas Adobes;32.329.175;-110.984.593
85705;AZ;Tucson;32.269.088;-110.984.536
85706;AZ;Tucson;32.139.172;-110.945.127
85708;AZ;Tucson;32.179.989;-110.869.283
85710;AZ;Tucson;32.213.813;-110.824.046
85711;AZ;Tucson;32.212.729;-110.882.892
85712;AZ;Tucson;32.250.043;-110.886.919
85713;AZ;Tucson;32.194.065;-110.973.896
85714;AZ;Tucson;32.170.657;-110.971.891
85715;AZ;Tucson;32.269.213;-110.834.837
85716;AZ;Tucson;32.246.815;-110.922.176
85718;AZ;Tucson;32.311.154;-110.917.882
85719;AZ;Tucson;32.247.426;-110.949.142
85730;AZ;Tucson;32.180.951;-11.081.904
85735;AZ;Tucson;32.057.796;-111.260.758
85736;AZ;Tucson;31.667.909;-111.317.842
85737;AZ;Oro Valley;32.431.679;-110.954.463
85741;AZ;Tucson;32.347.215;-111.041.873
85743;AZ;Tucson;3.233.655;-111.177.071
85745;AZ;Tucson;32.243.359;-111.017.907
85746;AZ;Tucson;32.142.244;-111.050.569
85747;AZ;Tucson;32.071.142;-110.667.337
85748;AZ;Tucson;32.214.981;-110.775.765
85749;AZ;Tucson;32.273.285;-110.765.829
85901;AZ;Show Low;34.060.117;-110.054.633
85920;AZ;Alpine;33.827.878;-10.912.829
85922;AZ;Blue;33.651.245;-10.906.849
85924;AZ;Concho;34.445.787;-109.674.096
85925;AZ;Eagar;33.954.571;-109.246.933
85928;AZ;Heber;344.163;-110.568.647
85929;AZ;Lakeside;34.166.224;-109.986.878
85935;AZ;Pinetop;34.117.459;-109.919.668
85936;AZ;Saint Johns;34.501.008;-109.379.617
85937;AZ;Snowflake;34.495.859;-110.080.742
85938;AZ;Springerville;34.119.333;-109.304.066
86001;AZ;Flagstaff;35.185.911;-111.661.979
86004;AZ;Flagstaff;35.225.736;-111.574.109
86021;AZ;Colorado City;36.976.266;-112.952.427
86022;AZ;Fredonia;36.904.397;-112.497.864
86025;AZ;Holbrook;34.908.451;-110.143.412
86030;AZ;Hotevilla;36.211.141;-110.566.107
86033;AZ;Kayenta;36.688.327;-110.265.229
86034;AZ;Keams Canyon;35.808.206;-110.284.461
86035;AZ;Leupp;35.336.528;-110.992.651
86036;AZ;Marble Canyon;36.956.943;-111.558.166
86038;AZ;Mormon Lake;34.916.896;-111.454.914
86039;AZ;Kykotsmovi Villa;35.579.084;-110.368.805
86040;AZ;Greenehaven;36.896.625;-11.143.847
86042;AZ;Polacca;35.811.812;-11.051.114
86043;AZ;Second Mesa;35.903.782;-1.106.472
86044;AZ;Tonalea;35.934.555;-110.882.042
86045;AZ;Tuba City;36.103.729;-111.268.566
86046;AZ;Williams;35.543.398;-11.217.075
86047;AZ;Winslow;3.516.078;-110.511.382
86053;AZ;Kaibito;36.484.798;-111.136.973
86054;AZ;Shonto;3.661.594;-110.647.743
86301;AZ;Prescott;34.629.909;-113.022.459
86303;AZ;Groom Creek;34.558.577;-112.473.459
86314;AZ;Prescott Valley;34.601.934;-112.326.378
86320;AZ;Ash Fork;35.214.998;-112.502.681
86321;AZ;Bagdad;34.578.484;-113.175.535
86322;AZ;Camp Verde;34.569.733;-111.855.131
86323;AZ;Chino Valley;34.775.739;-112.473.099
86324;AZ;Clarkdale;34.747.793;-112.033.417
86325;AZ;Cornville;34.725.593;-111.908.556
86326;AZ;Cottonwood;34.705.547;-112.009.099
86327;AZ;Dewey;34.536.753;-112.256.665
86332;AZ;Kirkland;34.454.149;-112.896.641
86333;AZ;Mayer;34.365.535;-112.129.551
86334;AZ;Paulden;3.503.129;-112.544.105
86335;AZ;Rimrock;3.463.799;-111.784.222
86336;AZ;Sedona;34.826.645;-111.750.627
86337;AZ;Seligman;35.321.246;-112.954.805
86343;AZ;Crown King;34.224.062;-112.333.971
86401;AZ;Kingman;35.258.379;-11.405.689
86403;AZ;Desert Hills;34.492.879;-114.308.083
86412;AZ;Hualapai;35.540.732;-113.295.324
86430;AZ;Bullhead City;35.014.832;-114.588.816
86432;AZ;Littlefield;36.866.524;-113.913.693
86434;AZ;Peach Springs;35.537.795;-113.420.199
86435;AZ;Supai;36.224.157;-112.693.212
86436;AZ;Topock;34.778.388;-114.481.666
86440;AZ;Mohave Valley;34.892.942;-114.595.115
86441;AZ;Dolan Springs;35.774.789;-114.547.771
86442;AZ;Bullhead City;35.106.001;-114.594.737
86444;AZ;Meadview;35.813.733;-114.327.696
86502;AZ;Chambers;35.143.044;-10.937.389
86503;AZ;Chinle;36.130.367;-109.603.693
86505;AZ;Ganado;35.651.844;-109.283.168
86507;AZ;Lukachukai;36.418.111;-109.244.614
86509;AZ;Navajo;34.817.202;-109.396.217
86510;AZ;Pinon;36.100.243;-110.221.077
86514;AZ;Teec Nos Pos;36.779.694;-109.359.039
86535;AZ;Dennehotso;36.777.286;-109.861.001
86538;AZ;Many Farms;36.408.259;-109.634.021
86556;AZ;Tsaile;36.307.075;-109.217.627
71601;AR;North Cedar;34.215.405;-91.995.812
71602;AR;Dollarway;34.257.001;-92.089.718
71603;AR;Pine Bluff;34.189.745;-92.044.786
71630;AR;Arkansas City;33.614.328;-91.232.529
71631;AR;Banks;33.549.665;-92.260.386
71635;AR;North;33.152.369;-91.959.152
71638;AR;Dermott;33.524.054;-91.439.391
71639;AR;Dumas;33.892.102;-91.486.056
71640;AR;Eudora;3.312.135;-91.271.552
71642;AR;Fountain Hill;33.342.951;-91.835.627
71643;AR;Gould;34.034.503;-91.576.798
71644;AR;Tamo;34.030.484;-9.167.082
71646;AR;Hamburg;332.058;-91.802.265
71647;AR;Ingalls;33.422.207;-92.127.714
71651;AR;Jersey;33.388.914;-92.296.613
71652;AR;Kingsland;3.386.002;-92.301.415
71653;AR;Lake Village;33.327.408;-91.282.487
71654;AR;Mc Gehee;3.362.971;-91.392.781
71655;AR;Monticello;33.624.951;-91.794.845
71658;AR;Montrose;33.307.516;-91.522.776
71660;AR;New Edinburg;33.758.846;-92.193.909
71661;AR;Parkdale;33.121.267;-91.542.793
71662;AR;Pickens;33.807.923;-9.139.157
71663;AR;Portland;33.231.773;-91.513.935
71665;AR;Rison;33.945.325;-92.118.762
71666;AR;Rohwer;33.616.003;-91.205.124
71667;AR;Star City;33.940.528;-91.865.343
